id,abn,name,link,note
urn:abr.business.gov.au:89008647336,89008647336,Australian Airports Association Ltd,,
urn:abr.business.gov.au:93008576010,93008576010,AUSTRALIAN ASSOCIATION OF SOCIAL WORKERS LIMITED ,https://www.aasw.asn.au,
urn:abr.business.gov.au:80694701458,80694701458,Australian Automobile Dealer Association,,
urn:abr.business.gov.au:41003908183,41003908183,Australian Brandenburg Orchestra,,
urn:abr.business.gov.au:19701629788,19701629788,Australian Chinese General Chamber of Business Inc,,
urn:abr.business.gov.au:50050096038,50050096038,Australian Chiropractors Association,,
urn:abr.business.gov.au:72757927533,72757927533,Australian Council of Social Service,"https://www.acoss.org.au/
",
urn:abr.business.gov.au:76060549653,76060549653,Australian Dairy Farmers,www.australiandairyfarmers.com.au,
urn:abr.business.gov.au:71674573247,71674573247,Australian Dental and Oral Health Therapists' Association Inc,https://www.adohta.net.au/,
urn:abr.business.gov.au:63169053534,63169053534,Australian Digital Commerce Association Ltd,,
urn:abr.business.gov.au:35167460586,35167460586,Australian Duty Free,,
urn:abr.business.gov.au:82622866719,82622866719,Australian Electric Car Manufacturing Pty Ltd,,
urn:abr.business.gov.au:92608495307,92608495307,Australian Energy Council Limited,,
urn:abr.business.gov.au:85623383880,85623383880,Australian Graphene Industry Association Ltd,https://grapheneindustry.org.au,
urn:abr.business.gov.au:64243628807,64243628807,Australian Hotels Association (NSW),,
urn:abr.business.gov.au:64243628807,64243628807,Australian Hotels Association (NSW),,
urn:abr.business.gov.au:98862275106,98862275106,Australian Imported Motor Vehicle Industry Association ,"Jack Sandher President AIMVIA
0404831886",
urn:abr.business.gov.au:98065814315,98065814315,Australian Mobile Telecommunications Association,,
urn:abr.business.gov.au:27627838215,27627838215,Australian Owned Contractors Limited ,,
urn:abr.business.gov.au:41052527634,41052527634,Australian Pathology,,
urn:abr.business.gov.au:20947496918,20947496918,Australian Peak Shippers Association,,
urn:abr.business.gov.au:89004265150,89004265150,Australian Physiotherapy Association ,https://australian.physio/,
urn:abr.business.gov.au:13383369929,13383369929,Australian Press Council,,
urn:abr.business.gov.au:59141480284,59141480284,Australian Solar Group Pty Ltd,http://australiansolargroup.com/,
urn:abr.business.gov.au:36068572556,36068572556,Australian Wildlife Conservancy,https://www.australianwildlife.org/,
urn:abr.business.gov.au:70077897440,70077897440,AWE Limited ,,
urn:abr.business.gov.au:89123563208,89123563208,B. Braun Avitum Australia P/L,http://www.bbraun.com.au/ ,
urn:abr.business.gov.au:24622283130,24622283130,Back Again Recycling ,,
urn:abr.business.gov.au:56812683925,56812683925,Balibo House Incorporated,www.balibohouse.com/,
urn:abr.business.gov.au:77336881946,77336881946,Barellan Aged Care Support Group,,
urn:abr.business.gov.au:22000138714,22000138714,Bayer Australia Limited,,
urn:abr.business.gov.au:62629999533,62629999533,BEAM MOBILITY AUSTRALIA PTY LTD,,
urn:abr.business.gov.au:16613066541,16613066541,BEHAVIOURAL INSIGHTS (AUSTRALIA) PTY LTD,,
urn:abr.business.gov.au:37154478725,37154478725,BEINFORMED GROUP PTY LTD,,
urn:abr.business.gov.au:35154478725,35154478725,BEINFORMED GROUP PTY LTD,,
urn:abr.business.gov.au:11125461903,11125461903,Bellamy’s Organic Pty Limited,,
urn:abr.business.gov.au:79133923074,79133923074,BENJAMIN DUNCAN AVIATION PTY LTD,,
urn:abr.business.gov.au:67736818084,67736818084,bet365 Group Limited,,
urn:abr.business.gov.au:80602022435,80602022435,Better Rehabilitation,,
urn:abr.business.gov.au:15087651143,15087651143,Beyond Bank Australia,,
urn:abr.business.gov.au:49004028077,49004028077,BHP Billiton Group ,https://www.bhp.com/,
urn:abr.business.gov.au:46008700981,46008700981,BHP Billiton Iron Ore Pty Ltd ,,
urn:abr.business.gov.au:70107422631,70107422631,BIGCOMMERCE PTY LTD,https://www.bigcommerce.com,
urn:abr.business.gov.au:93615031984,93615031984,Biogen,,
urn:abr.business.gov.au:63628452399,63628452399,Bird Rides Australia Pty Ltd,https://www.bird.co,
urn:abr.business.gov.au:49604167651,49604167651,Blackstone Real Estate Australia,https://www.blackstone.com/the-firm/asset-management/real-estate,
urn:abr.business.gov.au:63169053534,63169053534,Blockchain Australia Ltd,https://blockchainaustralia.org,
urn:abr.business.gov.au:81604985533,81604985533,BLUE HOPE SUPPORT SERVICES LIMITED,http://www.bluehope.org.au/,
urn:abr.business.gov.au:72128857394,72128857394,BlueAnt,http://blueant.com.au/,
urn:abr.business.gov.au:31137691448,31137691448,Blueprint Group Australia Pty Ltd,,
urn:abr.business.gov.au:16000011058,16000011058,BlueScope Steel Limited,,
urn:abr.business.gov.au:17000028526,17000028526,Brickworks LTD,,
urn:abr.business.gov.au:47114989650,47114989650,Brite Services,,
urn:abr.business.gov.au:95065297154,95065297154,Britton Maritime Systems Pty Ltd,,
urn:abr.business.gov.au:67133420,67133420,Broadcast Operations Pty Ltd,,
urn:abr.business.gov.au:69000484417,69000484417,Broadspectrum,,
urn:abr.business.gov.au:37492219079,37492219079,Building Designers Association of Australia,,
urn:abr.business.gov.au:24083928045,24083928045,BUILT PTY LIMITED,,
urn:abr.business.gov.au:24083928045,24083928045,Built Pty Ltd,,
urn:abr.business.gov.au:56450593470,56450593470,Business Foundations,https://www.businessfoundations.com.au/ ,
urn:abr.business.gov.au:35081164347,35081164347,Bustech Pty Ltd,,
urn:abr.business.gov.au:34418816353,34418816353,BYRON FOODS,www.byronfoods.com,
urn:abr.business.gov.au:54609196170,54609196170,C&G Communities Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:30609198567,30609198567,C&G Development Management Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:17000032128,17000032128,Caltex,,
urn:abr.business.gov.au:66008642751,66008642751,Calzoni S.r.l.,,
urn:abr.business.gov.au:18210132023,18210132023,Careflight Limited,,
urn:abr.business.gov.au:95005449909,95005449909,Carlton Football ClubCARLTON FOOTBALL CLUB LIMITED,https://www.carltonfc.com.au/,
urn:abr.business.gov.au:97004332469,97004332469,CATERPILLAR OF AUSTRALIA PTY LTD,https://www.cat.com/en_AU,
urn:abr.business.gov.au:74165629783,74165629783,Celestino Pty Limited,,
urn:abr.business.gov.au:42118999771,42118999771,Celgene Pty Ltd,,
urn:abr.business.gov.au:17857841823,17857841823,Centre for Participation Inc,https://centreforparticipation.org.au/,
urn:abr.business.gov.au:50084642571,50084642571,Chartered Accountants Australia and New Zealand,,
urn:abr.business.gov.au:47002684737,47002684737,Children's Medical Research Institute,,
urn:abr.business.gov.au:70388962804,70388962804,Chris O'Brien Lifehouse,https://www.mylifehouse.org.au,
urn:abr.business.gov.au:18374210672,18374210672,City of Greater Geelong,,
urn:abr.business.gov.au:65533218403,65533218403,City of South Perth,,
urn:abr.business.gov.au:32430819755,32430819755,Colac Otway Shire Council,,
urn:abr.business.gov.au:85624324652,85624324652,Colinroobie Hills Water Users Pty Ltd,,
urn:abr.business.gov.au:50935329686,50935329686,Colony 47 Inc,"Colony 47 is an independent, proudly Tasmanian charity.From our pioneering beginnings in 1973 until today, Colony 47 has been at the forefront of identifying and addressing the complex needs of socially isolated and vulnerable Tasmanians. We know from experience and research that the roots of disadvantage run deep in our community. We help individuals and families develop solutions and find support to build better lives. Colony 47 delivers integrated services to help individuals and families stay housed, access education, develop skills, find employment and build meaningful family relationships. We have expertise in providing effective support to people such as homeless young women, long term unemployed, humanitarian entrants, or people with persistent and severe mental illness. Colony 47 provides support to over 20,000 Tasmanian children, young people and families every year. Website is here: https://www.colony47.com.au/",
urn:abr.business.gov.au:94606540327,94606540327,Commercial & General Administration Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:11130417088,11130417088,Commercial & General Construction Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:84611331858,84611331858,Commercial & General Management Services Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:26126717913,26126717913,Commercial & General Property Services Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:14600978103,14600978103,Commercial & General Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:96161705335,96161705335,Commercial & General Wholesale Office Pty Ltd,www.commercialgeneral.com.au,
urn:abr.business.gov.au:41687119230,41687119230,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,https://www.csiro.au/,
urn:abr.business.gov.au:92003108030,92003108030,Community Broadcasting Association of Australia,,
urn:abr.business.gov.au:50737749394,50737749394,Community Clubs Victoria,http://ccv.net.au/,
urn:abr.business.gov.au:30388680258,30388680258,Community Housing Industry Association Ltd,https://www.communityhousing.com.au/,
urn:abr.business.gov.au:26098280892,26098280892,Comsult(Aust) Pty Ltd,,
urn:abr.business.gov.au:55082798952,55082798952,Consumer Health Products (Formerly ASMI),,
urn:abr.business.gov.au:96930382154,96930382154,Consumer Household Equipment Rental Providers Association Inc,,
urn:abr.business.gov.au:1-107724,1-107724,Controlled Outcomes Limited,"PNG Registered Company. Registration Number 1-107724. Section 55 Allotment 17, Gordons National Capital District, PNG. Regional provider of strategic security risk solutions, emergency management & technology solutions.",
urn:abr.business.gov.au:89690832091,89690832091,Corrs Chambers Westgarth,https://corrs.com.au/,
urn:abr.business.gov.au:80713541680,80713541680,COWARDS PUNCH LIMITED,https://cowardspunchcampaign.com,
urn:abr.business.gov.au:97113908044,97113908044,CRC Care Pty Ltd ,,
urn:abr.business.gov.au:72606370576,72606370576,Credit Data Solutions Pty Ltd,,
urn:abr.business.gov.au:97124231483,97124231483,Crescent Capital Partners,,
urn:abr.business.gov.au:82167727719,82167727719,Crestech Pty Ltd,An organisation with energy efficient products,
urn:abr.business.gov.au:95008068639,95008068639,CROFTON PARK DEVELOPMENTS PTY. LTD.,,
urn:abr.business.gov.au:88063956141,88063956141,CROFTON PARK HOLDINGS PTY LTD,,
urn:abr.business.gov.au:24080378614,24080378614,CSL Australia Pty Ltd,,
urn:abr.business.gov.au:62000172967,62000172967,Daikin Australia Pty Ltd,,
urn:abr.business.gov.au:29123822533,29123822533,Darkon Pty Limited,,
urn:abr.business.gov.au:52127916009,52127916009,Datacom Systems (WA) Pty Ltd ,,
urn:abr.business.gov.au:57087651385,57087651385,Defence Bank Limited HealthShare NSW,,
urn:abr.business.gov.au:32514766352,32514766352,Defence Teaming Centre,,
urn:abr.business.gov.au:84068618931,84068618931,Deflecta Crete Seals ABN 84068618931,,
urn:abr.business.gov.au:92003435345,92003435345,DELAWARE NORTH COMPANIES AUSTRALIA PTY LTD ,https://www.delawarenorth.com,
urn:abr.business.gov.au:59133632130,59133632130,DEPUTECHNOLOGIES PTY LTD,https://www.deputy.com,
urn:abr.business.gov.au:16010089175,16010089175,Dialog Pty Ltd,https://www.dialog.com.au/,
urn:abr.business.gov.au:65003371239,65003371239,Dimension Data Australia Pty Limited,https://www.dimensiondata.com/,
urn:abr.business.gov.au:8662131268,8662131268,Disruptive Packaging Pty Ltd,,
urn:abr.business.gov.au:97003872848,97003872848,Downer EDI,www.downergoup.com,
urn:abr.business.gov.au:97003872848,97003872848,Downer EDI Limited,,
urn:abr.business.gov.au:60617211935,60617211935,Dowsing Group Pty Ltd,,
urn:abr.business.gov.au:64102943304,64102943304,DRUG ARM Australasia,,
urn:abr.business.gov.au:33091717850,33091717850,Dtex Systems Pty Ltd,https://www.dtexsystems.com,
urn:abr.business.gov.au:608301956,608301956,Dural Investment Holding Pty Ltd,,
urn:abr.business.gov.au:18008476944,18008476944,DXC Technology Pty Ltd,,
urn:abr.business.gov.au:66103014571,66103014571,Eaton Industries,,
urn:abr.business.gov.au:38125401247,38125401247,EBOS GROUP AUSTRALIA PTY LIMITED,https://www.ebosgroup.com,
urn:abr.business.gov.au:40004846100,40004846100,Edelman Public Relations Worldwide Pty Ltd,www.edelman.com,
urn:abr.business.gov.au:96138299288,96138299288,Edge Loyalty Systems Pty Ltd ,https://www.edgepri.com,
urn:abr.business.gov.au:5016081127,5016081127,Emenell Pty Ltd,,
urn:abr.business.gov.au:93104757904,93104757904,EML PAYMENTS LIMITED ,https://www.emlpayments.com,
urn:abr.business.gov.au:11001735191,11001735191,Employers Mutual Limited,,
urn:abr.business.gov.au:99086014968,99086014968,Energy Australia Pty Ltd,,
urn:abr.business.gov.au:63020415510,63020415510,Engineers Australia,,
urn:abr.business.gov.au:46617546488,46617546488,Enterprise Corporation Pty Ltd,,
urn:abr.business.gov.au:75288172749,75288172749,Ernst & Young,https://www.ey.com/au/en/home,
urn:abr.business.gov.au:93099503456,93099503456,Ethan Group Pty Ltd ,,
urn:abr.business.gov.au:51000005103,51000005103,Event Hospitality & Entertainment Ltd,,
urn:abr.business.gov.au:63598010203,63598010203,Everymind,,
urn:abr.business.gov.au:20635014756,20635014756,Fabrick Innovations Pty Ltd,,
urn:abr.business.gov.au:58090000276,58090000276,FBR Ltd,https://www.fbr.com.au/,
urn:abr.business.gov.au:008 550 347,008 550 347,Federal Chamber Automotive Industries,www.fcai.com.au,
urn:abr.business.gov.au:71616453457,71616453457,Fincantieri Australia PTY Ltd,https://www.fincantieri.com/en/group/,
urn:abr.business.gov.au:69617541278,69617541278,Fivex Services Pty Limited,,
urn:abr.business.gov.au:69617541278,69617541278,FIVEX SERVICES PTY LIMITED,,
urn:abr.business.gov.au:39129451716,39129451716,Font PR,,
urn:abr.business.gov.au:64067682044,64067682044,Football Federation Tasmania Ltd,https://footballfedtas.com.au/ ,
urn:abr.business.gov.au:95155744120,95155744120,Forrestdale Recycling,,
urn:abr.business.gov.au:58631587892,58631587892,Fortem Australia Limited,fortemaustralia.org.au,
urn:abr.business.gov.au:90312919698,90312919698,Friendly Societies of Australia ,,
urn:abr.business.gov.au:57139624150,57139624150,FRONTSTREAM PTY LTD,https://frontstream.com.au/,
urn:abr.business.gov.au:87000005318,87000005318,G. H. Varley Pty Ltd,,
urn:abr.business.gov.au:87000005318,87000005318,G.H. VARLEY PTY LTD,,
urn:abr.business.gov.au:49115301838,49115301838,GDI Holdings Pty Ltd,"Peter Cho Director and CEO 0409508123",
urn:abr.business.gov.au:18152098854,18152098854,Genex Power Ltd,,
urn:abr.business.gov.au:18152098854,18152098854,Genex Power Ltd,,
urn:abr.business.gov.au:52425663385,52425663385,Geraldton Fishermens Cooperative,,
urn:abr.business.gov.au:81103815809,81103815809,Get Real Media,,
urn:abr.business.gov.au:50007519646,50007519646,GFG Alliance,,
urn:abr.business.gov.au:48163821298,48163821298,Glencore Coal Assets Australia Pty Ltd,,
urn:abr.business.gov.au:37160626102,37160626102,Glencore Holdings Australia,,
urn:abr.business.gov.au:64608004299,64608004299,Globe Capital Administration Pty Ltd,,
urn:abr.business.gov.au:93141269016,93141269016,GOOD TO GREAT SCHOOLS AUSTRALIA,,
urn:abr.business.gov.au:33102417032,33102417032,Google Australia Pty Ltd,,
urn:abr.business.gov.au:82618093762,82618093762,GOTCHA 4 LIFE Foundation,https://www.gotcha4life.org/,
urn:abr.business.gov.au:27107426504,27107426504,GPT RE Limited,,
urn:abr.business.gov.au:74129431170,74129431170,Greenridge Properties Pty Ltd  ,https://www.brownpropertygroup.com.au,
urn:abr.business.gov.au:83398391246,83398391246,Group of 100 inc,Business Association for Chief Financial Officers and senior financial executives,
urn:abr.business.gov.au:44610953878,44610953878,Grunbiotics ,http://www.grunbiotics.com/,
urn:abr.business.gov.au:21603121740,21603121740,GSW Property Holding Pty Ltd,Organisation that designs and builds commercially viable real estate projects that focus on creating high quality space and prioritises public interests as well as community benefits.,
urn:abr.business.gov.au:89064268800,89064268800,H&R Block,,
urn:abr.business.gov.au:5706395979,5706395979,Hall and Prior Aged Care Organisation,,
urn:abr.business.gov.au:76630335616,76630335616,Hanwha Defense Australia Pty Ltd ,,
urn:abr.business.gov.au:44009157439,44009157439,HAWTHORN RESOURCES LIMITED,http://www.hawthornresources.com/,
urn:abr.business.gov.au:27630291348,27630291348,Haztech Environmental,,
urn:abr.business.gov.au:29105332652,29105332652,Hemmes Trading Pty Ltd,,
urn:abr.business.gov.au:29105332652,29105332652,Hemmes Trading Pty Ltd,,
urn:abr.business.gov.au:26620488691,26620488691,Hivve Technology Pty Ltd,,
urn:abr.business.gov.au:92629590585,92629590585,Holon Global Asset Management Pty Ltd,,
urn:abr.business.gov.au:101339593,101339593,Hot Tomato Pty Ltd,,
urn:abr.business.gov.au:33169157911,33169157911,HUBSPOT AUSTRALIA PTY LTD,https://www.hubspot.com,
urn:abr.business.gov.au:90070017784,90070017784,Hume Coal Pty Limited,,
urn:abr.business.gov.au:39614439664,39614439664,Huntington Ingalls Industries Australia Pty Ltd,https://australia.huntingtoningalls.com/,
urn:abr.business.gov.au:27126649947,27126649947,Hutchison Ports Australia Pty Ltd,,
urn:abr.business.gov.au:17621679356,17621679356,HYDROSTOR AUSTRALIA PTY LTD,,
urn:abr.business.gov.au:46146267790,46146267790,Hydrosun Holdings Pty Ltd ,"www.hydrosun.com.au Australian Inventor of FLOATING SOLAR seeking Government support to commercialise the technology in regional Australia and the Pacific ",
urn:abr.business.gov.au:83169380054,83169380054,HYPETAP PTY LTD,https://www.hypetap.com/,
urn:abr.business.gov.au:79101258182,79101258182,IES Stormwater Pty Ltd,,
urn:abr.business.gov.au:95613985943,95613985943,iFlight Technology Company Ltd,,
urn:abr.business.gov.au:45067298088,45067298088,IMF Bentham,,
urn:abr.business.gov.au:45067298088,45067298088,IMF Bentham,,
urn:abr.business.gov.au:23135154406,23135154406,Infant Nutrition Council,,
urn:abr.business.gov.au:74457506140,74457506140,InfoXChange,,
urn:abr.business.gov.au:48150217262,48150217262,Inpex Operations Australia Pty Ltd,,
urn:abr.business.gov.au:47609028015,47609028015,Insight Strategy Pty Ltd,,
urn:abr.business.gov.au:59001798214,59001798214,Intel Australia Pty Ltd,https://www.intel.com.au/content/www/au/en/homepage.html,
urn:abr.business.gov.au:32053705712,32053705712,InterSystems,https://www.intersystems.com/,
urn:abr.business.gov.au:47095036909,47095036909,Ipsen Pty Ltd,https://www.ipsen.com/aus/,
urn:abr.business.gov.au:47095036909,47095036909,Ipsen Pty Ltd,,
urn:abr.business.gov.au:85107338901,85107338901,IPSTAR Australia Pty Ltd,,
urn:abr.business.gov.au:66169130054,66169130054,iTIC Services AU Pty Ltd,Start-up company in fin tech sector ,
urn:abr.business.gov.au:51600546512,51600546512,Ixom Operations Pty Ltd,https://www.ixom.com/home,
urn:abr.business.gov.au:48613671819,48613671819,Jadestone Energy (Australia) Pty Ltd ,,
urn:abr.business.gov.au:64131962439,64131962439,James Fisher Australia Pty Ltd,,
urn:abr.business.gov.au:81557114620,81557114620,Janssen,,
urn:abr.business.gov.au:64131962439,64131962439,JFD Australia,64131962439,
urn:abr.business.gov.au:86620466248,86620466248,JOHNS LYNG GROUP LIMITED,http://johnslyng.com.au/,
urn:abr.business.gov.au:90155706086,90155706086,Katsaros and Associates,,
urn:abr.business.gov.au:88157779774,88157779774,Kaunitz Yeung Architecture,,
urn:abr.business.gov.au:91007660317,91007660317,Kellogg Brown & Root Pty Ltd,,
urn:abr.business.gov.au:21610882436,21610882436,Kembla Corp Pty Ltd,,
urn:abr.business.gov.au:73004700485,73004700485,KMART AUSTRALIA LIMITED,https://www.kmart.com.au,
urn:abr.business.gov.au:47059108922,47059108922,Kurul Property Group Pty Ltd,,
urn:abr.business.gov.au:13619136748,13619136748,L.E.K. Consulting,https://www.lek.com/,
urn:abr.business.gov.au:73008743217,73008743217,Landmark Operations Limited,,
urn:abr.business.gov.au:31131555612,31131555612,Large Format Retail Association Limited,,
urn:abr.business.gov.au:33603224728,33603224728,LAUREATE EDUCATION SERVICES AUSTRALIA PTY LTD,,
urn:abr.business.gov.au:31107531822,31107531822,Leigh Creek Energy Ltd ,,
urn:abr.business.gov.au:33000311277,33000311277,Lendlease Development Pty Ltd,,
urn:abr.business.gov.au:84081031263,84081031263,Lifeline Australia Limited,Not for profit organisation working to prevent suicide,
urn:abr.business.gov.au:36169895041,36169895041,LITTLE BLUE DINOSAUR FOUNDATION LIMITED,www.littlebluedinosaur.org,
urn:abr.business.gov.au:44615586215,44615586215,Little Green Pharma ,,
urn:abr.business.gov.au:58748087368,58748087368,LOOILLA TRUST,https://creditorwatch.com.au/express/asic/organisation/060828364/TYNONG-PASTORAL-CO-PTY-LTD,
urn:abr.business.gov.au:68253640058,68253640058,Macleay Options Inc,,
urn:abr.business.gov.au:26122169368,26122169368,Macquarie Agricultural Funds Management Ltd,,
urn:abr.business.gov.au:79123199548,79123199548,Macquarie Capital (Australia) Limited,,
urn:abr.business.gov.au:32063906927,32063906927,Macquarie Media Pty Ltd,,
urn:abr.business.gov.au:25060510410,25060510410,Marquee The Star Sydney,,
urn:abr.business.gov.au:25060510410,25060510410,Marquee The Star Sydney,,
urn:abr.business.gov.au:48008454313,48008454313,Mars Wrigley Confectionery,,
urn:abr.business.gov.au:39082449036,39082449036,MAXXIA PTY LTD,https://www.mmsg.com.au/,
urn:abr.business.gov.au:39082449036,39082449036,MAXXIA PTY LTD,https://www.maxxia.com.au,
urn:abr.business.gov.au:65434268716,65434268716,MBDA Australia,,
urn:abr.business.gov.au:74107233983,74107233983,McMillan Shakespeare Limited,https://www.mmsg.com.au,
urn:abr.business.gov.au:29153606681,29153606681,Media Federation of Australia,,
urn:abr.business.gov.au:61129334354,61129334354,Medical Technology Association of Australia,,
urn:abr.business.gov.au:61129334354,61129334354,Medical Technology Association of Australia Ltd (MTAA),,
urn:abr.business.gov.au:23126990001,23126990001,Medicines Australia Limited,,
urn:abr.business.gov.au:92871871964,92871871964,Melb	MELBOURNE CRICKET CLUB,https://www.mcc.org.au/,
urn:abr.business.gov.au:72006900830,72006900830,Merck Serono Australia Pty Ltd,,
urn:abr.business.gov.au:29002589460,29002589460,Microsoft,,
urn:abr.business.gov.au:39086722607,39086722607,Migration Solutions Pty Ltd ,,
urn:abr.business.gov.au:39008478653,39008478653,Mineral Commodities Ltd,https://www.mineralcommodities.com/ ,
urn:abr.business.gov.au:45108437529,45108437529,Mitsui E&P Australia Pty Ltd,,
urn:abr.business.gov.au:16678987178,16678987178,Moor Tech Pty Ltd,,
urn:abr.business.gov.au:32052362348,32052362348,MOORE STEPHENS (VIC) PTY LTD,https://www.moorestephens.com.au/,
urn:abr.business.gov.au:98000458622,98000458622,Mounties Group,,
urn:abr.business.gov.au:98000458622,98000458622,Mounties Group,,
urn:abr.business.gov.au:43079693968,43079693968,MPSC Australia Pty Ltd,,
urn:abr.business.gov.au:21137904806,21137904806,MUK HAIR CARE PTY LTD,,
urn:abr.business.gov.au:87081322509,87081322509,Mundipharma,,
urn:abr.business.gov.au:51004804013,51004804013,Munich Reinsurance Company of Australia Ltd,https://www.munichre.com/en/homepage/index.html,
urn:abr.business.gov.au:65247018511,65247018511,MY SHORE PRODUCTIONS PTY LTD,,
urn:abr.business.gov.au:92005871410,92005871410,Myer Foundation,http://myerfoundation.org.au/grants/other-programs/merlyn-myer-fund/,
urn:abr.business.gov.au:53086760303,53086760303,MYOB,,
urn:abr.business.gov.au:83000124381,83000124381,N I B HEALTH FUNDS LTD,nib.com.au,
urn:abr.business.gov.au:67135530433,67135530433,Nanshan Holdings (Aust)Pty Ltd ,,
urn:abr.business.gov.au:52105082460,52105082460,Neami Limited,https://www.neaminational.org.au/,
urn:abr.business.gov.au:38010653844,38010653844,New Hope Group,,
urn:abr.business.gov.au:20005683625,20005683625,Newcrest Mining Limited ,,
urn:abr.business.gov.au:35143582521,35143582521,NEXTDC Limited,,
urn:abr.business.gov.au:35143582521,35143582521,NEXTDC Limited,,
urn:abr.business.gov.au:36002057294,36002057294,Noakes Group Pty Ltd,http://noakes.net.au/,
urn:abr.business.gov.au:88092011268,88092011268,Now Screen,,Now Screen
